year,week,close_1,close_2,close_3,close_4,close_5,vol_1,vol_2,vol_3,vol_4,vol_5,percent,compound
2018,23,332.1,342.77,344.78,357.72,358.17,1318.3473,2234.7403,946.9804,1098.1023,1084.8254,12.752628596612729,0.8946
2018,24,370.83,352.55,362.22,347.51,333.63,1207.3226,1276.1903,838.3656,796.7145,1026.6059,-6.851495100092141,0.9995
2018,25,333.01,342.0,344.5,349.93,342.95,693.1304,745.2487,833.3727,839.8005,649.2396,2.793513772742257,2.0195
2018,26,335.07,310.86,310.86,309.16,308.9,1875.9765,1228.2638,1228.2638,1747.6374,886.5451,-9.928561014725181,0.8809
2018,27,318.51,322.47,318.96,316.71,318.87,759.6753,947.1498,488.4076,572.1166,587.577,3.2275817416639776,0.4300999999999999
2018,28,310.1,322.69,323.85,320.23,313.58,781.8655,699.6232,562.4211,591.5345,516.6547,-1.6589832847241888,1.5445
2018,29,303.2,297.43,308.74,306.65,297.18,1099.2947,959.0784,709.418,463.0522,570.3326,-5.229925377893991,0.0
2018,30,290.17,298.14,300.84,349.54,348.17,681.4072,507.6916,1012.943,2321.4962,1365.6486,17.157951409919917,-1.96
2018,31,341.99,379.57,370.34,352.45,355.49,856.4331,3087.5768,2457.1163,1718.3811,1155.2044,2.102421231007839,0.5859
2018,32,356.41,347.64,338.69,335.45,305.5,1046.3881,698.6427,910.1258,606.4033,1895.8612,-14.062280232917946,0.07830000000000004
2018,33,308.44,321.9,321.64,320.1,322.82,1740.2335,1317.223,594.5955,514.7286,360.2564,5.66939443535188,-0.9758
2018,34,319.27,311.86,305.01,303.15,301.66,1307.9288,764.9091,744.7392,721.6706,537.5104,-6.554736385601874,0.9705
2018,35,301.66,288.95,280.74,280.95,263.24,537.5104,835.0469,772.0821,748.076,2249.1931,-12.736193065040116,0.9926
2018,36,285.5,279.44,290.54,289.46,295.2,1428.3528,916.9989,1001.5427,634.0336,676.5612,12.141012004254664,0.011099999999999999
2018,37,294.84,284.96,299.02,298.33,299.1,688.7577,1654.7522,829.4917,734.9422,505.0478,1.3211382113821253,0.9251
2018,38,299.68,300.99,309.58,307.52,264.77,484.2961,448.1729,784.3216,850.9084,3364.97,-11.477766633233045,0.9565
2018,39,310.7,301.02,294.8,281.83,261.95,2177.7597,1174.3511,799.4988,981.4212,1794.4537,-1.0650753484156035,7.8321000000000005
2018,40,250.56,262.8,256.88,252.23,258.78,1347.2653,1206.0574,1281.5278,816.7738,720.1404,-1.2101546096583378,10.422300000000002
2018,41,259.59,276.59,271.78,263.91,260.0,619.9965,952.6401,865.5542,542.1184,937.5549,0.471442924491857,1.7073
2018,42,260.95,294.14,288.5,314.86,330.9,560.026,1902.7753,2005.8258,2084.0724,2742.552,27.269230769230763,8.7013
2018,43,334.85,329.9,337.32,344.28,346.41,1448.6027,912.6704,762.4348,800.0132,780.7971,4.687216681776986,3.8016
2018,44,341.4,341.06,348.16,351.4,350.51,783.1048,676.2889,737.4522,709.0674,509.8846,1.1835686036777129,4.672
2018,45,331.28,338.73,344.0,348.44,354.31,694.1523,544.8597,504.0287,462.5719,720.6191,1.0841345468032328,2.2875999999999994
2018,46,353.47,347.49,338.19,338.19,325.83,970.8871,800.4709,468.6808,468.6808,420.2642,-8.038158674606988,2.0683
2018,47,346.0,343.92,347.87,341.17,350.48,799.2141,635.83,412.7578,308.0724,562.8895,7.565294785624416,2.9245
2018,48,358.49,359.7,359.7,363.06,357.965,830.6511,846.1945,846.1945,784.2508,1151.1177,2.135642547363603,4.8945
2018,49,365.15,366.76,366.6,376.79,365.71,661.3455,630.8769,502.7048,736.5854,633.7555,2.163619348260306,2.633
2018,50,348.42,337.03,332.97,315.38,319.77,767.4008,709.9999,827.4181,907.1858,801.6801,-12.561865959366711,0.8909
2018,51,295.39,295.39,326.09,316.13,333.87,555.9913,555.9913,816.3138,857.5133,993.8992,4.409419270100392,2.0183
2018,52,332.8,332.8,332.8,332.8,332.8,630.2338,630.2338,630.2338,630.2338,630.2338,-0.32048402072662807,0.9889
2019,00,332.8,332.8,310.12,300.36,317.69,630.2338,630.2338,1165.8648,696.5184,739.4116,-4.540264423076927,2.9211000000000005
2019,01,334.96,335.35,338.53,344.97,347.26,755.1225,700.8516,543.2945,605.6354,503.9052,9.307815795272118,4.6485
2019,02,334.4,344.43,346.05,347.31,302.26,524.7284,605.659,469.1739,367.6733,2415.0763,-12.958590105396533,2.7573
2019,03,302.26,298.92,287.59,291.51,297.04,2415.0763,1206.6741,1252.9993,801.2155,725.8078,-1.7269900086018561,1.6924000000000001
2019,04,296.38,297.46,308.77,307.02,312.21,642.3279,462.1692,1125.0318,1256.9245,728.3441,5.10705628871531,0.29510000000000014
2019,05,312.89,321.35,317.22,307.51,305.8,735.2082,674.2765,503.8546,652.0611,584.4212,-2.053105281701409,2.8788
2019,06,312.84,311.81,308.17,303.77,307.88,712.9713,551.757,514.1617,520.0832,390.4947,0.6801831262262864,2.9116
2019,07,307.88,305.64,302.56,291.23,294.71,390.4947,416.8443,714.2117,890.9182,574.0558,-4.2776406392100865,3.3764
2019,08,298.77,297.86,314.74,319.88,294.79,662.6522,858.2535,1118.3908,1052.0653,2291.1375,0.02714532930679004,6.949200000000001
2019,09,285.36,276.54,276.24,276.59,284.14,1709.6818,1876.474,1033.5485,944.2483,881.9625,-3.6127412734489073,3.2852999999999994
2019,10,290.92,283.36,288.96,289.96,275.43,739.2278,750.4137,684.4719,710.3447,1478.5531,-3.0653903005560568,4.736800000000001
2019,11,269.49,267.47,273.6,274.02,264.53,1028.098,1180.063,690.8224,594.7098,874.5609,-3.957448353483656,3.5344999999999995
2019,12,260.42,267.77,274.83,278.62,279.86,1021.5029,735.0948,877.9166,677.4093,599.1338,5.795183911087606,3.8501999999999996
2019,13,289.18,285.88,291.81,267.78,274.96,811.0439,547.894,792.9864,2372.0729,1303.8257,-1.7508754377188716,3.4398999999999997
2019,14,273.2,272.31,276.06,268.42,267.7,1041.0436,590.4031,706.1314,983.5927,674.5974,-2.640384055862668,8.008799999999999
2019,15,266.38,273.36,271.23,273.26,273.26,1003.8579,727.293,512.6468,587.6325,587.6325,2.076951811729549,1.286
2019,16,262.75,263.9,258.66,247.63,235.14,1214.7141,1094.3859,1072.7454,2184.9393,2236.0709,-13.950084168923372,8.152300000000002
2019,17,241.47,238.69,234.01,244.1,255.03,1671.4476,946.4628,1070.4354,1815.9339,2370.6771,8.458790507782604,3.9396
2019,18,255.34,247.06,244.84,241.98,239.52,1083.3943,1013.1408,617.644,671.1382,700.8336,-6.081637454417123,3.0814
2019,19,227.01,232.31,231.95,228.33,211.03,1083.4796,725.2412,729.5976,748.3273,1778.6666,-11.894622578490317,-0.29169999999999996
2019,20,205.36,205.08,192.73,195.49,190.63,2052.6195,1800.3899,1868.5187,2654.7142,1413.6572,-9.666872008719142,4.924300000000001
2019,21,190.63,188.7,189.86,188.22,185.16,1413.6572,1031.2901,1196.8638,792.6475,1040.6732,-2.8694329329066774,4.7247
2019,22,178.97,193.6,196.59,205.95,204.5,1306.441,1380.7522,1351.0756,2024.2151,1600.3527,10.4450205227911,3.8948
2019,23,212.88,217.1,209.26,213.91,214.92,1058.5039,1165.3537,1519.7544,816.826,743.3402,5.095354523227378,5.8823
2019,24,225.03,224.74,226.43,219.62,221.86,1231.6803,1271.5788,657.5135,1186.3462,820.2078,3.2291085054904274,3.3734
2019,25,223.64,219.76,219.27,222.84,223.46,575.0771,618.2071,850.7208,633.971,685.1384,0.7211755160912261,1.7649000000000004
2019,26,227.17,224.55,234.9,234.9,233.1,823.7964,925.9027,1420.1148,1420.1148,706.5738,4.313971180524472,2.3635
2019,27,230.34,230.06,238.92,238.6,245.08,588.0542,619.0835,914.5736,751.443,920.0521,5.139425139425147,2.8703
2019,28,253.5,252.38,254.86,253.54,258.18,1100.0092,814.8989,976.4727,476.4483,704.841,5.345193406234696,6.8573
2019,29,255.68,260.17,264.88,228.82,228.04,684.6273,502.3121,1107.2835,2241.8252,1002.7697,-11.67402587342165,10.405
2019,30,235.77,242.26,241.61,233.85,234.34,927.3331,810.9014,917.8208,825.9516,613.6481,2.762673215225404,1.0335
2019,31,228.32,230.75,233.42,238.3,235.01,702.8279,556.42,477.65,527.4349,389.8244,0.28590936246478943,2.8799
2019,32,229.01,235.0,219.62,215.64,219.94,466.3937,486.8998,956.2591,823.1952,520.7376,-6.412493085400619,0.9892000000000001
2019,33,226.83,225.86,220.83,222.15,211.4,531.1748,417.0527,779.9744,656.4964,855.9704,-3.8828771483131725,-0.9905
2019,34,215.0,214.08,215.59,221.71,225.61,505.4414,542.0727,322.3082,518.3104,932.7775,6.721854304635764,0.9946
2019,35,225.61,225.01,220.68,229.58,227.45,932.7775,536.0546,576.8696,740.3322,418.9372,0.815566685873842,3.6531999999999996
2019,36,231.79,235.54,247.1,245.87,245.2,480.2669,488.3714,1004.2777,858.121,531.3145,7.8039129479006375,1.9579
2019,37,242.81,244.79,243.49,246.6,240.62,472.8096,394.6909,422.8103,488.3135,650.6264,-1.8678629690048874,1.3466
2019,38,241.23,223.21,228.7,242.56,242.13,439.163,1294.1112,944.4286,1207.8785,1112.3179,0.6275455074391119,2.9647
2019,39,240.87,244.69,243.13,233.03,231.43,594.6161,619.629,625.6548,1513.7763,802.118,-4.419113699252463,1.1508
2019,40,237.72,240.05,244.53,244.74,247.89,808.6957,870.2338,693.5033,631.3417,848.8159,7.112301775914955,1.7781000000000002
2019,41,256.96,257.89,259.75,261.97,256.95,1022.6863,647.9456,670.4303,477.9043,572.0888,3.6548469079027,1.8417
2019,42,253.5,255.58,254.68,299.68,328.13,502.0339,462.5095,1121.6182,2981.9231,3000.6091,27.70188752675618,1.2469000000000001
2019,43,327.71,316.22,315.01,314.92,313.31,1873.7839,1268.4267,964.181,506.6956,638.3929,-4.516502605674578,2.9015
2019,44,317.47,317.22,326.58,335.54,337.14,878.704,694.3417,794.0932,1446.7348,607.4221,7.605885544668214,5.8903
2019,45,345.09,349.93,346.11,349.35,352.17,999.3689,735.9383,846.7863,647.1703,481.2563,4.458088627869737,5.8627
2019,46,349.99,359.52,352.22,354.83,333.04,440.8505,773.6078,673.3965,611.0013,1687.0642,-5.432035664593802,11.895500000000002
2019,47,336.34,328.92,331.29,331.29,329.94,1234.5765,795.6239,556.3459,556.3459,246.5629,-0.9308191208263339,7.6866
2019,48,334.87,336.2,333.03,330.37,335.89,608.1986,661.3476,553.6255,373.6976,761.8937,1.8033581863369064,-0.29749999999999993
2019,49,339.53,348.84,352.7,359.68,358.39,904.0217,883.9951,691.9162,777.6211,657.4281,6.698621572538629,-0.4417
2019,50,381.5,378.99,393.15,404.04,405.59,1822.094,850.3775,1413.6392,1812.0307,1478.5206,13.17001032394877,0.9371999999999999
2019,51,419.22,425.25,425.25,430.94,430.38,1333.2821,805.472,805.472,1064.8289,995.6827,6.112083631253242,2.1418000000000004
2019,52,414.7,418.33,418.33,418.33,418.33,1260.1265,1029.2456,1029.2456,1029.2456,1029.2456,-2.7998512942051237,7.6003
2020,00,418.33,418.33,418.33,430.26,443.01,1029.2456,1029.2456,1029.2456,955.8386,1779.4697,5.899648602777714,-1.1336
2020,01,451.54,469.06,492.14,481.34,478.15,1015.7499,1820.9138,3119.9393,2846.3186,1297.6832,7.932100855511159,3.3802
2020,02,524.86,537.92,518.5,513.49,510.5,2630.7458,2906.1377,1736.8831,2173.6653,1362.9073,6.765659311931407,2.4537
2020,03,510.5,547.2,569.56,572.2,564.82,1362.9073,1744.727,3136.9028,1965.1042,1435.36,10.640548481880518,0.19699999999999995
2020,04,558.02,566.9,580.99,640.81,650.57,1360.8068,1178.8493,1821.6672,2900.5676,1571.9266,15.181827838957544,4.3942
2020,05,780.0,887.06,734.7,748.96,748.07,4723.3495,6093.8758,4842.3837,3988.0752,1706.3521,14.986857678651027,6.9372
2020,06,771.28,774.38,767.29,804.0,800.03,2468.9163,1169.7473,1202.247,2628.9348,1569.3711,6.945874049219982,2.9587
2020,07,800.03,858.4,917.42,899.41,901.0,1569.3711,1669.8369,2542.2958,1763.4893,1433.9446,12.62077672087297,6.3925
2020,08,833.79,799.91,778.8,679.0,667.99,1519.2163,1729.0481,1415.3843,2427.716,2456.4171,-25.86126526082131,0.9344
2020,09,743.62,745.51,749.5,724.54,703.48,2019.4991,2578.4003,1504.8977,1085.2657,1266.2918,5.312953786733336,2.2875
2020,10,608.0,645.33,634.23,560.55,546.62,1707.374,1559.4443,1341.3587,1890.9052,2264.0254,-22.297719906749304,1.7814
2020,11,445.07,430.2,361.22,427.64,427.53,2048.9464,2399.458,2362.5005,3019.546,2828.5502,-21.78661593062823,-0.5764000000000001
2020,12,434.29,505.0,539.25,528.16,514.36,1645.4549,2289.517,2122.2745,1742.2082,1437.7408,20.309685869997438,2.659
2020,13,502.13,524.0,481.56,454.47,480.01,1199.8067,1777.1485,1335.318,1985.8427,2256.2076,-6.678202037483478,2.7893
2020,14,516.24,545.45,548.84,573.0,573.0,1490.1836,1791.9784,1265.6024,1365.0,1365.0,19.372513072644324,3.0017000000000005
2020,15,650.95,709.89,729.83,745.21,753.89,2247.5421,3057.6511,2357.7001,2065.7862,1312.8237,31.568935427574168,1.6351000000000002
2020,16,746.36,686.72,732.11,705.63,725.15,1474.6577,2020.9093,1422.4831,1323.6697,1323.7612,-3.812227248007005,0.9722
2020,17,798.75,769.12,800.51,781.88,701.32,2068.1442,1522.1964,1621.5982,2847.1854,3253.1807,-3.286216644832094,3.7656
2020,18,761.19,768.21,782.58,780.04,819.42,1923.709,1699.1656,1112.3231,1152.7686,1613.0087,16.83967375805622,7.870299999999999
2020,19,811.29,809.41,790.96,803.33,799.17,1651.9601,1590.6905,1906.5491,1368.2188,1051.8428,-2.4712601596251007,7.8817
